,Date,I_ext,a,b,Tl_a,SSPC_MBD,SSPC_MAPD,SSPC_RMSD,SSPC_MAD,SSPC_SD,SSPC_NSE_o_R2,SSPC_SBF,SSPC_U95,SSPC_TS,SSPC_WIA,SSPC_LCE,SSPC_KSI,SSPC_OVER,SSPC_CPI,ESRA_RMSD,ESRA_KSI,ESRA_OVER,ESRA_CPI,I&P_RMSD,HLJ_RMSD,Mghouchi_RMSD,Biga_RMSD,FR1999_RMSD,S1994_RMSD,DPP_RMSD,M1976_RMSD,L1970_RMSD,Kasten_RMSD,SP1965_RMSD,Hourwitz_RMSD
139,2011-07-11,1315.9792,0.2891,-5.8303,3.2982,0.6053,0.6065,0.7789,65.38,6.6802,0.0317,0.8313,13.1818,12.7721,0.7936,0.1479,3024.4251,2889.9141,1478.9742,47.848,28998.8573,28898.8573,14474.8181,8.7079,561.5179,501.6702,104.2198,551.7468,122.6338,453.5573,122.0787,111.6373,57.551,120.7828,123.7622
140,2011-07-13,1316.1663,0.2568,-4.0719,2.8688,1.1763,1.1924,1.3602,527.0296,10.9968,0.8647,0.9008,21.7179,36.4174,0.9638,0.6294,12115.5064,12010.0222,6032.0622,42.3493,52828.482,52728.482,26389.9211,8.5959,561.1737,509.0814,88.1742,561.842,118.899,470.4569,118.2773,107.1211,49.5298,116.2191,150.2344
141,2011-07-14,1316.2786,0.2132,-2.4267,2.3174,-0.2945,1.7647,2.0872,2103.1175,15.998,0.9282,1.0675,31.6219,5.006,0.9835,0.7549,27830.5373,27727.8542,13890.6415,53.6901,108821.7922,108721.7922,54386.9397,8.4634,568.9472,523.9144,83.6882,581.3356,133.9192,494.9361,133.1557,121.0363,62.9452,128.6549,165.5959
142,2011-07-15,1316.4035,0.2466,-3.5299,2.736,3.6412,3.989,4.8256,2261.4346,35.796,0.7553,0.6876,70.7948,28.6312,0.9186,0.5734,40252.2359,40148.3794,20102.5666,31.6362,44572.3425,44472.3425,22263.5841,8.3728,548.0267,503.3897,66.0688,561.0051,111.4254,474.9386,110.6725,98.5509,39.6695,106.493,190.7437
143,2011-07-16,1316.5409,0.223,-2.7104,2.4379,0.9998,1.065,1.225,931.1016,9.6089,0.9774,0.92,18.986,43.081,0.9939,0.8557,14464.3804,14361.7745,7207.1512,38.1677,70557.8484,70457.8484,35254.5367,8.5168,555.8749,506.0038,80.8952,560.726,117.3597,470.9324,116.6736,105.0857,47.2332,113.4857,164.1782
144,2011-07-17,1316.6907,0.2278,-2.9791,2.4981,2.1264,2.2768,2.6231,2203.0074,20.0752,0.9192,0.857,39.6818,44.5405,0.977,0.7445,31125.4855,31022.5565,15538.322,37.0899,71483.6193,71383.6193,35718.1212,8.4547,553.7515,506.3549,75.0496,562.618,117.2727,474.6568,116.5419,104.6356,46.4354,112.6075,174.4221
145,2011-07-18,1316.853,0.3103,-5.8822,3.5905,3.6296,3.7414,4.213,2402.8227,32.9772,0.2337,0.5582,65.1607,43.6263,0.7646,0.1273,44366.0066,44261.6109,22159.0109,38.8986,60336.0946,60236.0946,30145.1538,8.5245,561.2906,512.9168,80.0057,567.9011,117.533,479.7856,116.8663,105.2563,45.7198,114.2495,164.8096
146,2011-07-19,1317.0276,0.2353,-3.1183,2.5931,1.9864,2.0543,2.2204,2727.4351,16.6249,0.9316,0.9297,32.8742,74.1672,0.982,0.7381,33464.9665,33363.5937,16708.2503,38.3545,83403.9945,83303.9945,41678.1075,8.407,554.147,509.5035,68.8436,567.1835,119.8318,481.3999,119.0489,106.7776,48.2789,114.187,180.2735
147,2011-07-20,1317.2146,0.2269,-3.3745,2.4866,3.0821,3.3696,3.9573,2684.6901,30.3874,0.8443,0.7608,60.0623,36.6252,0.9513,0.6677,42018.2395,41915.0295,20985.2959,47.9146,84150.0963,84050.0963,42052.0268,8.4605,564.3081,517.8348,84.447,575.0187,128.7671,487.8937,128.0171,115.9617,57.3329,123.7757,168.3007
148,2011-07-21,1317.4139,0.2102,-2.6903,2.2804,1.336,1.3845,1.4945,1593.9672,11.6351,0.9679,0.9482,22.9922,68.8597,0.9916,0.8116,21659.224,21556.9738,10804.7967,54.5546,113872.9385,113772.9385,56912.2165,8.5031,572.7712,526.3107,90.5752,583.0173,135.4378,496.1997,134.6967,122.6677,63.7448,130.6201,158.1814
149,2011-07-22,1317.6255,0.2172,-2.7321,2.3671,1.4849,1.5286,1.6168,1588.8965,11.8042,0.9654,0.9585,23.3522,75.9011,0.991,0.8054,21518.231,21414.0961,10733.8902,50.047,98756.9025,98656.9025,49354.2596,8.3448,564.8644,524.5829,72.1897,584.7319,134.7189,502.0674,133.8534,120.9692,61.3326,127.5476,181.6441
150,2011-07-23,1317.8493,0.2605,-4.3286,2.9163,5.8987,6.0763,6.3728,3073.3208,43.7879,0.1893,0.6748,86.7285,55.7661,0.7993,-0.105,56124.7888,56020.7461,28039.5701,59.9781,81958.1561,81858.1561,40957.2645,8.1873,564.8741,531.4178,63.2364,595.1204,149.6891,516.5298,148.658,134.7737,75.7404,139.042,192.7987
151,2011-07-24,1318.0853,0.2589,-3.9938,2.8956,1.5786,1.6423,1.9606,227.3809,15.1549,0.8529,0.7783,29.951,16.2366,0.955,0.6559,8776.0893,8667.0464,4361.7642,47.7548,34194.3716,34094.3716,17073.1661,8.4866,570.8947,525.5636,82.3241,583.1634,128.2512,497.7089,127.5263,115.4503,54.7341,124.0209,166.6333
152,2011-07-25,1318.3333,0.2384,-3.2356,2.6315,1.4902,1.5483,1.9205,864.5126,14.8226,0.8808,0.8446,29.2952,29.599,0.9659,0.6567,16466.3904,16362.2682,8208.1249,39.1096,56065.2269,55965.2269,28008.5737,8.4954,561.377,514.2821,77.5845,570.648,118.3313,484.1608,117.635,105.8064,46.0067,114.5229,170.0018
153,2011-07-26,1318.5935,0.2066,-2.2785,2.2369,2.6595,2.5673,3.3559,2247.2638,23.4417,0.8967,1.113,46.4142,37.7471,0.9773,0.726,32311.3761,32207.2229,16131.3277,35.2317,58458.7703,58358.7703,29206.0631,8.2238,541.3214,502.7289,51.546,563.2892,120.5877,481.9581,119.6477,106.4713,49.7299,111.5025,202.7883
154,2011-07-27,1318.8656,0.2139,-2.8672,2.3265,1.6455,1.7752,2.1166,1566.4961,16.1839,0.943,0.8656,31.9906,38.114,0.9838,0.7813,23406.944,23302.5597,11678.4343,56.4992,105185.1187,105085.1187,52568.6177,8.464,575.0215,530.781,89.2273,589.0046,138.5872,504.3956,137.8079,125.4681,65.8048,133.0921,163.5743
155,2011-07-28,1319.1497,0.2243,-3.2312,2.4542,3.8091,4.088,4.431,3200.0011,31.1772,0.8375,0.8031,61.7215,48.7404,0.952,0.6081,47072.9114,46968.5402,23512.5784,54.7311,95718.3889,95618.3889,47836.41,8.2429,561.2388,524.8873,69.57,586.3504,142.8482,506.5979,141.8708,128.3605,69.947,133.0803,188.6691
156,2011-07-30,1319.7534,0.2247,-2.7835,2.46,0.7084,0.722,0.8067,482.0156,6.3237,0.9748,0.9591,12.495,47.8288,0.9935,0.827,8787.8091,8685.9939,4368.8541,41.8844,66133.5894,66033.5894,33042.1981,8.5408,565.2823,516.4194,83.7371,572.6397,121.039,485.5538,120.3601,108.652,48.9103,117.5389,161.7361
157,2011-07-31,1320.0729,0.2481,-4.0606,2.7556,4.5393,5.0098,5.6064,4471.3882,40.3475,0.7835,0.7313,79.8409,43.2746,0.9313,0.5931,62144.02,62039.9011,31048.7835,57.361,108650.2664,108550.2664,54302.9364,8.3008,563.4042,525.2204,76.338,585.2305,144.9828,504.788,144.0248,130.7003,73.4039,135.3186,178.9061
158,2011-08-01,1320.4041,0.2601,-3.8771,2.9117,1.3356,1.3603,1.5263,920.2981,11.803,0.8862,0.8972,23.3264,47.4297,0.9693,0.6367,16366.3443,16261.7405,8157.7843,88.3884,139147.5227,139047.5227,69549.5245,8.5133,565.4076,517.9824,80.0096,575.4211,121.9638,489.5859,121.2573,109.3567,99.7816,117.9768,166.4799
159,2011-08-02,1320.7468,0.3341,-6.9972,3.93,9.73,10.729,11.7401,7706.1725,82.9274,0.1877,0.4965,164.1585,41.6565,0.7563,0.1871,116901.6005,116798.8424,58430.9807,115.8068,196580.8313,196480.8313,98271.2857,8.2483,564.6358,529.8087,77.6731,589.972,157.8331,511.8485,156.7799,142.9603,145.1158,145.682,176.2175
160,2011-08-03,1321.1011,0.2687,-4.1393,3.0242,1.8354,1.9789,2.6328,1690.5178,19.9134,0.8527,0.7428,39.3699,29.4923,0.9528,0.6742,25364.6743,25262.1062,12658.0115,93.2137,170361.6437,170261.6437,85157.1382,8.4561,567.5115,522.6992,78.8875,581.9249,128.1091,497.8764,127.3377,114.9982,107.1559,122.8814,171.7804
161,2011-08-04,1321.4668,0.4148,-7.7055,5.1788,8.2221,9.1105,10.3829,11124.6338,73.6808,0.184,0.4485,145.8412,47.6818,0.7183,0.1995,130274.2417,130172.0487,65116.7641,96.2937,214509.9252,214409.9252,107235.154,8.2739,555.1116,517.0843,66.9599,577.3288,135.9739,497.5751,135.0105,121.6334,120.6435,126.0745,187.1059
162,2011-08-05,1321.8439,0.248,-3.3942,2.7551,3.6082,3.7605,3.9266,1959.3842,25.2894,0.7865,0.8199,50.1612,54.2337,0.9393,0.4977,32785.7083,32685.4305,16369.748,101.8821,143817.6229,143717.6229,71885.7748,8.0146,541.9684,513.8124,45.0537,576.9415,146.8911,502.8826,145.7038,131.0061,136.8513,131.815,208.1504
163,2011-08-06,1322.2323,0.2232,-2.7783,2.4411,1.1141,1.1939,1.4508,407.8302,10.3842,0.9788,0.9333,20.5507,22.9051,0.9944,0.8714,9207.7017,9103.9548,4578.6395,97.6257,112855.8303,112755.8303,56403.6406,8.3024,560.8693,521.5495,68.8163,583.6276,136.1653,502.8576,135.2321,121.9574,119.2005,127.4696,186.5717
164,2011-08-07,1322.6318,0.2275,-2.823,2.495,0.9587,0.9957,1.4555,109.4399,9.0147,0.8911,0.8347,17.8977,9.3044,0.9684,0.75,3349.384,3244.4901,1649.1963,110.5993,69325.2623,69225.2623,34638.3589,7.8902,533.8334,511.6004,36.1884,574.1274,159.5244,503.7946,158.197,142.7901,153.5866,140.624,210.2346
165,2011-08-16,1326.7146,0.2436,-3.9629,2.6976,2.6438,2.9142,3.5346,341.0911,25.9571,0.8763,0.7698,51.3454,12.7495,0.9614,0.7288,12824.8694,12710.5019,6385.6101,123.3933,83219.9436,83119.9436,41586.7391,8.3753,584.0288,546.1192,91.1051,608.7149,163.4091,530.3027,162.4256,148.8391,147.8525,153.2963,162.6192
166,2011-08-17,1327.2204,0.2269,-3.5362,2.4866,1.4906,1.5689,1.8811,381.7057,13.3659,0.9173,0.8454,26.4553,20.7465,0.9761,0.7252,10025.4026,9919.9651,4987.2825,140.3281,135712.0841,135612.0841,67831.9826,8.3144,594.2208,560.9923,92.2159,626.52,182.532,550.196,181.4431,167.1804,169.0091,170.3074,160.9669
167,2011-08-20,1328.7975,0.2475,-4.0696,2.7478,3.0943,3.3179,3.9518,2209.4843,28.8205,0.7401,0.688,57.0167,33.6135,0.9142,0.5164,36211.275,36108.365,18081.8859,120.8056,195463.9074,195363.9074,97708.9296,8.3932,588.1254,549.0352,90.3028,613.9879,159.4811,535.0741,158.5356,145.0241,141.919,150.7203,166.0908
168,2011-08-21,1329.3426,0.4065,-4.7202,5.0428,0.2343,0.3372,0.4569,4.6672,2.924,0.8924,0.8154,5.8006,2.1532,0.9681,0.7412,429.3944,341.107,192.8538,113.036,24000.627,23900.627,11975.542,7.8077,521.5737,504.0103,27.8297,564.5554,166.0872,498.384,164.6416,148.6157,164.1134,143.24,209.7587
169,2011-08-22,1329.8973,0.4887,-8.7007,6.4821,4.3214,4.6081,5.7353,1599.3453,41.9863,0.2597,0.4348,83.0573,22.0147,0.7237,0.2518,36717.5534,36614.8971,18335.9803,143.268,166955.1208,166855.1208,83455.428,8.4084,603.9378,567.6195,103.0643,633.3665,184.0072,556.0064,182.9788,169.0291,168.7849,173.2429,150.2403
170,2011-08-23,1330.4613,0.1972,-3.1291,2.1225,1.5269,1.5554,1.6187,1177.3956,12.016,0.9407,0.9551,23.7641,78.8494,0.9847,0.7296,19057.9016,18954.0929,9503.808,153.0676,257913.2891,257813.2891,128932.4539,8.4508,614.4193,577.8016,113.6068,643.6777,193.6941,566.2721,192.6707,178.7389,178.2744,183.0612,139.8591
171,2011-08-24,1331.0345,0.214,-3.712,2.3271,1.4803,1.5751,1.9367,1145.8113,14.4618,0.917,0.8182,28.5982,32.9598,0.9753,0.7418,18652.9732,18548.4463,9301.3232,158.9525,268523.0995,268423.0995,134237.5181,8.4684,620.3856,583.8312,119.3925,649.9992,199.6371,572.694,198.6104,184.6438,184.1805,188.9808,134.6044
172,2011-08-25,1331.6169,0.1809,-2.6906,1.9288,1.3285,1.339,1.4332,1013.6864,10.6501,0.9523,0.9915,21.0624,68.1996,0.9881,0.762,16570.4232,16467.5997,8260.2223,157.6019,264401.244,264301.244,132176.3386,8.459,618.6325,582.2699,117.3168,648.7254,198.4652,571.582,197.4305,183.4145,183.1826,187.645,136.7509
173,2011-08-26,1332.2082,0.1789,-2.8047,1.9045,0.7144,0.7284,0.8488,407.5384,6.4882,0.9794,0.9725,12.8252,37.1877,0.9947,0.8491,7744.5221,7633.7229,3844.9856,170.5237,246622.8418,246522.8418,123286.8453,8.5342,635.095,597.4186,133.3332,664.17,210.5571,586.4461,209.5542,195.6872,194.2452,200.5586,121.0638
174,2011-08-27,1332.8083,0.1508,-1.6385,1.5798,0.1837,0.1954,0.3678,0.7361,3.3364,0.9881,0.9057,6.579,0.999,0.9967,0.937,0.0787,0.0,0.2036,146.8917,13040.602,12940.602,6495.4849,8.0626,565.9995,544.8315,69.8918,607.9076,197.8311,539.5371,196.4424,180.6689,193.5484,177.1751,172.7991
175,2011-09-12,1343.4785,0.1686,-2.2721,1.7846,0.9415,0.9602,1.1519,48.7355,7.9325,-0.3359,0.5875,15.7108,10.0293,0.6674,-0.8481,2576.6242,2463.1806,1260.5271,176.5988,74386.282,74286.282,37168.7169,8.2568,593.1411,567.0966,93.2386,634.0803,209.4458,563.6259,208.1115,192.5303,222.447,190.9464,152.4848
176,2011-09-15,1345.6701,0.1481,-2.0568,1.5492,1.1284,1.1348,1.2911,204.3349,8.6404,-0.1844,0.5953,17.1231,24.13,0.7109,-0.1325,6140.2383,6028.5676,3042.847,198.7912,162211.7044,162111.7044,81081.4977,8.2238,594.6779,575.7372,102.3132,638.397,236.578,572.906,235.1056,218.8367,254.8335,213.1605,134.8171
177,2012-03-30,1363.9269,0.2616,-2.8846,2.9315,0.7915,0.7943,0.8877,144.1455,5.293,0.8141,0.9549,10.5192,26.4887,0.9536,0.5402,3844.8282,3742.2013,1897.2012,114.2489,93486.7534,93386.7534,46718.8206,7.9303,513.8989,488.8231,18.1577,556.4295,133.409,488.1644,132.0055,115.9531,167.7526,112.9025,225.2007
178,2012-04-02,1361.5095,0.1657,-1.3333,1.7505,0.3076,0.3621,0.4607,2.5211,2.9834,0.5612,0.5207,5.9169,2.1971,0.8314,0.4319,296.6341,217.3679,128.7308,99.0635,14889.2212,14789.2212,7419.841,7.6586,477.9322,460.2322,11.8815,522.7502,122.8096,458.9432,121.2867,104.6575,161.852,97.7707,245.7895
179,2012-04-05,1359.0995,0.1364,-0.2686,1.4169,0.4429,0.4647,0.6071,9.2729,3.8773,0.1814,0.7911,7.6921,4.649,0.8206,0.1951,735.2281,628.7069,341.2873,79.5136,20676.3187,20576.3187,10313.4629,7.9836,506.0562,471.4307,4.0105,543.3483,92.0877,469.3983,90.8994,75.8996,118.234,78.2023,249.7455
180,2012-04-11,1354.3274,0.4293,-5.1267,5.4198,3.7645,3.9525,4.8764,489.4962,30.2435,0.2223,0.4431,60.0429,13.794,0.7208,0.2075,16014.6135,15907.6978,7983.016,121.8419,84032.6845,83932.6845,41993.7804,8.0109,529.4523,501.6514,34.9809,569.6369,138.2576,498.9561,136.9468,121.407,169.2626,120.5202,217.1532
181,2012-04-12,1353.541,0.169,-1.8824,1.7886,1.6246,1.6171,1.7858,1070.7631,12.6088,0.931,1.0327,24.9598,56.2132,0.9836,0.7192,17878.079,17776.0405,8914.4228,162.0321,252717.4736,252617.4736,126334.6297,8.4126,592.8865,556.4389,93.1637,626.6118,173.2797,551.8826,172.1647,157.5744,196.9105,160.8667,162.2691
182,2012-04-13,1352.7578,0.4931,-6.4472,6.5668,3.2423,3.594,5.3357,919.8233,35.8655,0.2202,0.3736,71.07,12.665,0.7137,0.3854,21079.2366,20973.6713,10515.8948,138.8567,137018.2035,136918.2035,68486.7696,8.2627,563.0112,528.3775,66.0015,598.0919,151.1933,524.0491,150.0506,135.5448,176.2498,137.666,192.5518
183,2012-04-15,1351.2016,0.4289,-2.7507,5.4132,0.2397,0.6075,0.7804,17.519,4.399,0.3468,0.5624,8.7567,1.7079,0.7832,0.0928,1024.2745,893.0438,479.7198,57.7392,17556.7288,17456.7288,8753.7546,7.6053,395.2692,350.1912,105.4718,420.4023,51.7904,342.0047,52.6721,66.0453,36.9668,58.5693,360.5913
184,2012-04-16,1350.4292,0.3161,-4.3252,3.6721,4.6592,5.0101,5.9583,3182.3347,39.8925,0.4755,0.5754,79.0566,32.7629,0.8184,0.3291,49157.0593,49056.8876,24556.4658,109.9791,172541.4979,172441.4979,86248.7281,8.2418,545.3569,506.7995,51.4614,576.1541,119.7314,500.3436,118.688,104.5672,140.9454,108.9468,210.0617
185,2012-04-17,1349.6608,0.218,-1.3436,2.3764,0.9611,9.4726,11.3218,2379.8044,64.3964,-3.4177,1.0953,128.1529,1.3551,0.5528,-1.3041,48413.9711,48303.1822,24184.9492,51.8396,40933.404,40808.154,20441.0504,7.73,448.8406,412.8679,62.3227,481.3616,60.2875,406.8289,59.6368,53.9295,78.6063,51.307,306.4097
186,2012-04-22,1345.8869,0.2048,-1.1443,2.2147,2.4467,2.4303,3.0961,291.3589,17.0529,0.9611,1.0325,33.9701,14.0079,0.9907,0.8279,8345.7702,8222.394,4143.5891,23.9015,11963.3574,11863.3574,5958.2268,7.5656,432.5237,397.2547,84.7187,464.3053,25.1045,389.6891,24.5231,19.8985,42.3452,24.0863,322.3666
187,2012-04-24,1344.413,0.2608,-2.1912,2.9203,2.7264,2.7873,3.2758,621.7394,21.5173,0.6682,0.8618,42.6598,22.6194,0.9132,0.3589,14929.9314,14826.197,7440.67,32.5947,27834.2034,27734.2034,13893.7396,8.1603,484.359,437.6916,21.423,504.0283,37.4868,424.296,36.7115,24.8268,49.7817,32.2087,263.9339
188,2012-04-30,1340.1342,0.3219,-3.6164,3.7542,0.7924,1.026,2.7259,30.3269,19.5889,-1.3932,-0.4274,38.7643,1.6641,0.1638,-0.2733,1639.532,920.3275,641.3278,72.8238,23295.2373,23195.2373,11623.9816,8.3272,524.7122,478.7478,33.2055,544.1079,77.3315,463.7673,76.5643,64.3368,88.8302,72.3433,225.5634
189,2012-05-04,1337.4161,0.2003,-1.9129,2.1603,2.8722,2.9177,3.3132,462.5034,24.8593,0.8927,0.9853,49.1551,21.9969,0.9735,0.6824,16149.7195,16045.9786,8050.5811,84.736,63722.8111,63622.8111,31838.0622,8.4814,547.5809,498.502,71.0431,559.9345,104.9511,477.5107,104.1865,91.9293,100.4953,99.7849,186.1508
190,2012-05-05,1336.7549,0.1993,-1.8227,2.1482,4.0362,3.7985,5.1626,286.6046,34.9537,0.8427,1.1693,69.2525,10.4909,0.9675,0.6747,12146.1301,12032.8784,6047.3334,70.1707,32202.1128,32102.1128,16078.6377,8.1614,515.2964,475.9403,39.6733,538.4646,95.368,460.8792,94.3687,80.8729,98.9408,84.5925,225.3014
191,2012-05-06,1336.1016,0.3789,-5.466,4.6033,15.1799,18.0911,19.168,3613.0853,118.8025,-0.0094,0.3872,235.8642,19.9668,0.6973,0.1804,87246.9301,87141.3002,43606.6416,47.2243,34887.6813,34787.6813,17428.4247,7.8921,481.5189,443.87,67.6874,506.6292,65.6224,429.9042,64.7922,53.088,65.6052,59.0378,271.6065
192,2012-05-07,1335.4561,0.1468,-0.465,1.5339,0.1961,0.1959,0.2531,1.7646,1.3234,0.7492,1.0578,2.6408,3.4648,0.9441,0.5692,143.1653,40.6092,46.0702,9.97,1703.0876,1603.0876,826.6703,7.0053,388.403,369.6132,106.7306,431.2197,26.4011,364.2046,24.9728,9.028,43.256,4.5431,345.9885
193,2012-05-14,1331.1718,0.3832,-7.6268,4.6699,1.8443,1.9109,2.6958,564.5955,22.1063,0.0788,0.3107,43.6493,16.3816,0.615,-0.2948,15191.5296,15084.181,7570.2756,95.5919,100698.5492,100598.5492,50325.6225,8.6995,562.6653,505.8939,94.967,561.4904,113.7252,472.8345,113.1228,102.0215,105.133,111.4601,143.645
194,2012-05-18,1328.921,0.3764,-3.4382,4.5635,0.6797,0.7046,0.9779,6.3629,6.4881,0.482,1.153,12.8603,2.7341,0.899,0.3863,739.1771,634.5953,343.9321,30.2251,4612.2752,4512.2752,2281.6266,7.7672,473.1216,439.4205,33.7033,506.1039,55.1466,428.6519,54.0931,40.1119,58.9623,44.1439,287.9307
195,2012-05-24,1325.8372,0.2933,-3.5,3.3545,2.5758,2.6774,3.9965,216.4315,30.1609,-0.1953,0.3036,59.632,7.6794,0.5914,0.108,9790.1862,9681.7525,4869.9829,43.6377,22615.3233,22515.3233,11284.6599,8.4531,503.6816,450.7488,37.359,505.2982,59.5657,417.1587,58.9959,48.8158,51.8485,57.305,211.5212
196,2012-05-25,1325.359,0.1712,-0.1236,1.8147,0.5916,0.5942,0.7305,7.1139,5.1665,-0.43,0.6396,10.2271,4.5785,0.6921,-0.0439,793.792,656.0861,362.8348,9.2154,1760.6595,1660.6595,855.695,8.0555,473.9273,431.1557,23.7096,492.3468,28.1879,410.0903,27.4202,14.9851,22.8543,23.4033,276.3194
197,2012-05-28,1323.9878,0.3005,-4.1659,3.4539,1.0693,1.0787,1.3208,138.0893,10.6362,-0.2988,0.4071,21.0071,15.6039,0.6159,-0.2049,5757.7462,5649.2472,2852.4087,50.9783,34715.113,34615.113,17333.2169,8.6157,511.6817,450.3037,55.278,502.4043,69.4586,406.6365,68.9,58.3866,61.0674,67.6074,173.7562
198,2012-07-09,1315.9045,0.4149,-8.6224,5.1799,1.4967,1.5062,1.6992,800.7666,14.0382,-0.8403,0.4151,27.7157,42.9934,0.5906,-0.4013,17373.095,17268.2166,8661.1775,27.5949,36372.7954,36272.7954,18162.2473,8.6457,541.2413,482.4999,82.154,532.6414,101.8144,435.388,101.2547,90.7579,36.4881,99.9139,147.2224
199,2012-07-10,1315.9792,0.4577,-13.0006,5.9145,2.1031,2.1531,2.909,685.6187,25.266,-0.5044,0.1546,49.8485,18.8644,0.532,-0.038,19595.0126,19479.2123,9770.0107,67.1593,72586.0189,72486.0189,36269.464,8.7427,581.8151,522.7386,123.1834,572.9942,142.3113,475.4647,141.7517,131.2505,76.8726,140.4186,106.9038
200,2012-07-12,1316.1663,0.22,-3.2936,2.4017,0.4155,0.4384,0.8061,26.6244,6.8911,0.9298,0.7852,13.5986,4.7747,0.9782,0.7446,1339.5615,1231.8514,643.2563,61.7929,29453.9922,29353.9922,14702.3991,8.6865,580.7352,526.4562,113.2589,577.5061,138.0773,484.3289,137.4879,126.6032,69.8361,135.8789,122.5883
201,2012-07-14,1316.4035,0.2002,-1.8551,2.1586,0.3139,0.3541,0.4544,8.8434,3.8728,-2.382,0.3157,7.6427,4.6804,0.4403,-0.7376,789.5547,647.7411,359.5512,43.4352,12784.455,12684.455,6367.4547,8.6299,564.5406,511.9621,93.4913,563.1461,119.8571,471.6966,119.2639,108.2739,50.5295,117.6913,143.669
202,2012-07-16,1316.6907,0.2594,-3.6282,2.9019,0.7435,0.7467,0.8091,81.0733,5.6131,0.8028,0.9143,11.1154,24.2093,0.9492,0.3491,3228.2807,3117.5019,1586.8502,63.7244,39841.0067,39741.0067,19895.9079,8.1996,571.6294,538.4901,64.1468,603.1467,153.2481,524.34,152.2277,138.3322,78.1512,143.1033,190.743
203,2012-07-17,1316.853,0.3115,-4.7086,3.6065,2.355,2.3973,2.6977,600.6134,18.5725,0.5568,0.7609,36.7841,28.5219,0.8801,0.1972,15532.7794,15429.5665,7741.9353,62.7899,59349.7106,59249.7106,29651.2042,8.1907,567.9774,534.9487,62.5836,599.0718,152.1212,520.4417,151.0908,137.2061,78.0469,141.5975,191.8456
204,2012-07-18,1317.0276,0.2521,-2.9841,2.8077,0.2243,0.2537,0.3498,2.48,2.8425,0.9936,0.9675,5.6133,2.5075,0.9984,0.9282,336.4397,207.0413,136.0451,26.4682,4515.7841,4415.7841,2233.0669,8.3469,549.2035,506.633,54.1605,566.014,108.0976,481.908,107.3298,94.9145,33.4305,103.1844,197.5163
205,2012-07-19,1317.2146,0.2754,-4.2253,3.1134,2.8963,3.1486,3.8818,689.4007,29.3478,0.7847,0.698,58.0226,17.2524,0.9288,0.5903,18960.4808,18855.084,9455.8321,30.4677,27112.9115,27012.9115,13533.3966,8.4237,548.5695,502.577,66.8019,558.9367,111.0067,472.4768,110.2656,98.2391,39.5647,106.1694,182.541
206,2012-07-20,1317.4139,0.2385,-2.8288,2.6338,2.7235,2.7915,2.8898,1090.024,20.6256,0.912,0.9529,40.8209,56.3056,0.9774,0.6931,23114.5414,22998.5955,11529.7291,19.2588,20648.8894,20548.8894,10300.8896,8.276,532.0043,489.341,45.7944,548.3827,101.5882,463.9753,100.7511,88.1624,30.7445,94.8342,207.2302
207,2012-07-22,1317.8493,0.2473,-4.0172,2.7453,1.3112,1.3525,1.6753,314.7529,13.4358,0.7912,0.7222,26.5381,19.4413,0.9328,0.5305,9624.8581,9521.291,4787.3749,54.5552,50305.0425,50205.0425,25128.3589,8.5817,578.6875,530.3617,96.8013,585.2813,133.0797,497.8564,132.422,120.8308,60.8625,130.0006,148.2206
208,2012-07-23,1318.0853,0.1296,-0.0329,1.3414,-0.7285,0.9411,2.147,6.2403,17.7827,0.2015,1.8344,35.1072,0.8835,0.9019,0.4673,68.488,7.3524,20.0336,56.5071,7915.7656,7815.7656,3933.9563,8.2547,571.3928,535.4495,65.2738,599.8295,143.8154,519.7613,142.8702,129.3439,67.8775,135.4256,190.7685
209,2012-07-24,1318.3333,0.3096,-6.1421,3.5804,2.0795,2.1139,2.3834,181.3088,19.3223,0.1166,0.5479,38.1588,16.5578,0.7492,-0.0136,9056.0415,8950.755,4502.8908,57.661,31205.8119,31105.8119,15579.0977,8.5936,582.6867,534.4254,99.8073,589.6186,136.1373,502.5374,135.4818,123.8783,63.6306,133.1357,145.1422
210,2012-07-25,1318.5935,0.2465,-3.6428,2.7352,1.652,1.7223,2.2532,294.2315,15.7438,0.8438,0.8029,31.1722,14.3441,0.9537,0.6786,8958.1718,8848.6766,4452.8387,71.4839,56003.5158,55903.5158,27977.8845,8.2302,576.4915,543.4498,72.9926,607.3749,161.4366,529.3134,160.398,146.4609,87.599,150.5795,181.8626
211,2012-07-26,1318.8656,0.2261,-3.5892,2.4777,3.1887,3.2525,3.4296,1434.9493,23.7398,0.5743,0.79,47.013,53.514,0.8846,0.2596,28354.1362,28253.813,14153.7021,82.9427,106108.1201,106008.1201,53030.7748,8.2162,583.0142,552.0676,78.683,616.4629,175.0062,539.6642,173.9077,159.6404,101.3981,162.7231,175.125
212,2012-07-27,1319.1497,0.4553,-10.6037,5.8721,4.2162,4.5479,6.1316,2337.3473,49.3621,0.072,0.3023,97.4933,22.27,0.6204,0.1891,47814.6215,47708.5612,23883.8615,70.3401,99192.851,99092.851,49574.4913,8.5939,591.958,544.0207,109.7951,600.6536,149.8156,513.8144,149.1176,137.3055,77.7106,145.936,138.1491
